attendance_percentage,study_hours_per_week,previous_gpa,midterm_score,assignment_completion,quiz_score,sleep_hours_per_day,extracurricular,internet_access,final_score,final_gpa,grade,passed,risk_level
67.0,7.4,2.51,52.3,72.9,46.6,6.5,1,1,54.8,2.19,D,1,HIGH
66.0,19.8,3.39,66.9,74.7,46.6,7.0,1,1,71.9,2.88,B,1,HIGH
68.8,10.6,3.41,67.3,96.2,57.1,8.7,1,1,69.5,2.78,C,1,HIGH
77.6,10.8,2.14,62.6,92.6,65.7,7.7,1,1,65.9,2.64,C,1,MEDIUM
80.8,10.5,3.15,64.1,81.7,50.5,6.0,1,0,67.8,2.71,C,1,MEDIUM
96.6,21.5,2.87,88.3,73.8,51.9,6.1,0,1,80.2,3.21,B+,1,LOW
66.0,20.1,2.72,58.7,61.8,38.2,6.5,0,1,56.5,2.26,D,1,HIGH
89.8,23.1,3.78,86.2,100.0,62.6,7.6,0,1,85.6,3.42,A,1,LOW
75.4,11.2,2.77,63.8,90.9,51.9,7.6,1,1,64.7,2.59,C,1,MEDIUM
77.4,13.5,2.7,64.0,71.4,40.1,6.3,1,1,67.4,2.69,C,1,MEDIUM
86.1,4.4,3.14,64.6,92.8,49.7,5.9,1,1,72.8,2.91,B,1,MEDIUM
64.5,19.4,3.44,81.4,80.9,51.8,7.5,1,1,74.7,2.99,B,1,CRITICAL
82.6,6.2,3.03,62.1,77.7,53.2,7.0,1,1,69.0,2.76,C,1,MEDIUM
80.0,13.1,3.68,88.1,88.5,59.6,9.6,0,1,82.7,3.31,B+,1,MEDIUM
83.9,6.5,3.37,72.1,70.9,48.7,7.2,0,1,66.6,2.66,C,1,MEDIUM
81.5,9.1,2.01,60.5,76.8,56.5,9.2,0,0,63.4,2.54,C,1,MEDIUM
100.0,7.8,2.84,76.3,83.8,64.2,5.9,1,1,83.3,3.33,B+,1,LOW
70.3,9.0,2.82,74.0,74.5,50.3,5.5,0,1,72.5,2.9,B,1,HIGH
71.6,9.3,3.34,61.4,92.0,51.5,6.0,1,1,63.8,2.55,C,1,HIGH
70.5,9.3,1.79,47.8,100.0,49.2,8.5,1,1,61.1,2.44,C,1,HIGH
71.3,16.2,4.0,73.3,70.7,54.4,9.1,1,1,68.9,2.76,C,1,HIGH
70.4,6.5,3.37,63.9,57.0,40.8,6.3,0,1,58.0,2.32,D,1,HIGH
92.3,13.1,3.17,68.8,52.0,39.1,6.7,0,1,65.6,2.62,C,1,MEDIUM
95.0,18.1,3.69,86.9,79.7,53.1,5.9,0,1,83.5,3.34,B+,1,LOW
71.2,9.4,4.0,80.0,72.1,48.2,5.2,1,1,72.7,2.91,B,1,HIGH
68.0,8.4,3.54,66.4,85.1,55.9,8.0,0,1,68.0,2.72,C,1,HIGH
83.7,10.8,3.57,73.5,84.0,47.7,7.4,1,1,74.0,2.96,B,1,MEDIUM
71.4,17.9,3.17,68.7,58.0,49.8,7.2,1,1,62.7,2.51,C,1,HIGH
85.6,13.0,3.03,77.6,54.8,42.0,5.7,0,1,68.1,2.73,C,1,MEDIUM
80.4,9.3,2.86,62.4,86.4,52.4,9.0,1,1,72.9,2.92,B,1,MEDIUM
59.8,14.4,2.69,69.2,84.0,46.3,6.6,1,1,56.4,2.25,D,1,CRITICAL
96.6,6.5,2.76,80.4,75.6,54.3,7.8,1,1,78.0,3.12,B,1,LOW
99.6,15.4,2.42,77.8,57.1,44.2,5.6,0,1,63.6,2.54,C,1,MEDIUM
70.6,14.0,3.06,67.5,89.1,55.6,7.0,0,1,73.6,2.94,B,1,HIGH
73.3,10.5,2.26,64.6,100.0,68.2,7.5,0,1,69.5,2.78,C,1,HIGH
81.4,7.8,3.2,73.9,86.2,57.7,7.6,0,1,69.5,2.78,C,1,MEDIUM
82.0,7.6,3.08,63.6,69.3,42.0,7.4,1,1,66.5,2.66,C,1,MEDIUM
85.9,14.7,3.17,73.2,82.7,50.7,7.7,1,0,73.4,2.94,B,1,MEDIUM
100.0,18.1,2.84,75.6,61.5,50.9,6.0,1,1,68.2,2.73,C,1,MEDIUM
75.9,8.8,4.0,75.2,97.9,69.5,7.4,0,1,75.4,3.02,B,1,MEDIUM
68.4,14.3,3.78,75.8,83.2,57.7,7.3,0,1,72.1,2.89,B,1,HIGH
61.4,1.6,2.48,42.0,55.5,38.9,7.5,1,1,44.9,1.8,F,0,CRITICAL
69.2,9.1,3.22,61.9,77.5,53.2,7.3,0,1,61.7,2.47,C,1,HIGH
77.6,11.8,2.8,60.0,88.9,62.1,5.8,0,1,69.8,2.79,C,1,MEDIUM
99.5,7.5,2.59,67.0,77.0,39.2,5.8,1,1,64.5,2.58,C,1,MEDIUM
71.8,7.3,2.43,60.4,77.9,53.3,4.8,0,1,65.0,2.6,C,1,HIGH
80.7,8.7,3.32,66.1,63.6,51.2,8.1,1,1,71.8,2.87,B,1,MEDIUM
77.8,13.5,2.76,66.4,90.5,48.1,8.1,0,1,67.4,2.7,C,1,MEDIUM
92.3,11.1,3.58,70.9,72.3,44.9,8.1,1,1,71.2,2.85,B,1,MEDIUM
100.0,1.0,3.6,75.5,49.7,37.4,7.5,1,0,75.5,3.02,B,1,LOW
71.6,1.4,3.79,63.4,76.4,45.2,4.9,0,1,61.4,2.46,C,1,HIGH
72.1,9.0,2.67,57.4,96.7,53.0,6.1,1,1,70.3,2.81,B,1,HIGH
90.5,14.3,3.34,77.9,76.2,55.3,7.4,1,1,78.8,3.15,B,1,LOW
86.2,1.0,3.42,67.8,100.0,65.5,7.3,1,1,80.5,3.22,B+,1,LOW
100.0,9.5,2.86,71.4,88.4,63.3,7.0,0,1,82.2,3.29,B+,1,LOW
85.0,9.4,2.71,60.1,87.1,47.8,7.6,1,1,67.8,2.71,C,1,MEDIUM
73.7,18.9,3.9,88.6,80.1,53.5,7.2,1,1,74.4,2.98,B,1,HIGH
85.1,10.1,3.21,68.9,81.0,61.0,7.3,1,1,76.9,3.08,B,1,LOW
91.3,13.9,3.42,79.1,78.0,58.8,6.5,1,1,80.9,3.24,B+,1,LOW
87.8,12.7,2.69,76.3,77.5,54.4,8.3,1,1,76.2,3.05,B,1,LOW
84.1,1.3,2.49,76.5,90.0,61.8,6.7,1,1,75.1,3.0,B,1,MEDIUM
90.8,15.8,2.82,69.8,68.0,48.0,5.7,0,1,65.8,2.63,C,1,MEDIUM
92.0,13.1,3.04,78.4,65.9,53.0,6.4,0,1,73.3,2.93,B,1,MEDIUM
94.6,14.5,2.57,71.2,65.2,45.4,6.8,1,1,71.1,2.84,B,1,MEDIUM
85.8,31.6,3.1,86.0,100.0,67.4,8.3,1,1,86.1,3.44,A,1,LOW
76.0,1.6,2.26,49.9,90.0,41.9,7.2,1,1,58.3,2.33,D,1,HIGH
79.8,20.6,2.54,67.1,86.6,50.6,7.0,1,1,69.2,2.77,C,1,MEDIUM
92.5,10.6,3.44,77.3,66.1,45.6,5.8,1,1,67.0,2.68,C,1,MEDIUM
68.2,13.4,3.4,61.3,91.4,52.7,8.1,1,0,70.8,2.83,B,1,HIGH
82.4,11.8,2.9,74.5,80.3,48.9,6.5,0,1,67.6,2.7,C,1,MEDIUM
73.3,9.9,2.59,61.9,85.2,49.4,7.1,0,1,67.6,2.7,C,1,HIGH
78.3,9.2,2.59,65.4,67.4,37.5,8.8,1,1,57.2,2.29,D,1,HIGH
93.3,13.6,2.91,73.9,84.4,59.2,7.8,1,1,79.2,3.17,B,1,LOW
80.3,4.4,3.42,65.2,75.6,49.3,5.4,1,1,69.0,2.76,C,1,MEDIUM
78.6,15.8,3.56,77.9,70.5,41.3,5.3,0,1,66.2,2.65,C,1,MEDIUM
61.7,9.9,2.85,52.7,93.0,48.0,7.1,1,1,63.6,2.55,C,1,CRITICAL
87.0,6.3,2.52,62.6,58.9,44.4,5.9,1,1,60.3,2.41,C,1,MEDIUM
85.7,9.7,3.23,68.0,90.5,53.3,7.9,0,1,75.1,3.01,B,1,LOW
100.0,18.3,2.69,76.7,92.3,55.7,7.2,1,1,76.5,3.06,B,1,LOW
74.3,9.3,2.84,53.1,68.8,43.0,7.4,1,1,52.9,2.12,D,1,HIGH
80.6,13.8,3.76,84.1,69.7,55.2,6.4,1,1,71.6,2.86,B,1,MEDIUM
81.0,8.3,3.51,67.8,78.7,43.2,9.1,1,1,66.4,2.66,C,1,MEDIUM
96.9,15.8,3.18,87.5,86.2,64.0,10.0,1,0,87.3,3.49,A,1,LOW
76.9,15.4,2.46,72.0,79.7,48.7,6.9,1,1,70.4,2.82,B,1,MEDIUM
81.3,21.2,3.21,72.8,88.5,57.1,7.6,1,1,79.4,3.17,B,1,MEDIUM
85.3,11.1,3.63,70.9,100.0,61.1,7.3,1,0,83.5,3.34,B+,1,LOW
80.2,15.3,2.91,84.5,74.4,51.9,6.9,0,1,70.9,2.84,B,1,MEDIUM
72.6,12.5,3.78,81.6,56.3,40.9,6.3,1,1,66.5,2.66,C,1,HIGH
80.3,18.5,3.75,80.7,94.4,60.3,6.0,1,1,77.4,3.1,B,1,MEDIUM
90.9,8.4,3.93,80.4,100.0,73.9,6.0,0,0,83.2,3.33,B+,1,LOW
65.7,15.7,3.25,65.0,87.9,46.5,7.6,1,1,59.1,2.37,D,1,HIGH
79.6,11.0,3.39,74.0,65.7,58.6,6.6,0,0,71.0,2.84,B,1,MEDIUM
69.6,11.7,3.81,67.5,80.1,50.8,4.4,1,1,63.9,2.56,C,1,HIGH
92.3,12.5,3.32,67.9,65.2,46.7,7.7,0,1,68.5,2.74,C,1,MEDIUM
59.7,13.3,2.85,53.7,91.6,46.2,7.2,0,1,67.9,2.72,C,1,CRITICAL
71.3,11.4,2.88,64.3,61.7,39.4,8.7,1,1,58.1,2.32,D,1,HIGH
82.5,13.1,3.22,67.7,77.5,48.3,7.6,1,1,69.2,2.77,C,1,MEDIUM
96.8,19.9,2.45,78.8,66.9,44.1,5.6,1,1,73.4,2.93,B,1,MEDIUM
77.2,16.9,3.03,67.1,83.9,52.4,4.7,1,1,69.8,2.79,C,1,MEDIUM
71.3,16.3,3.65,70.5,76.5,49.3,6.4,1,1,69.3,2.77,C,1,HIGH
100.0,9.7,2.0,73.1,84.7,66.9,6.5,1,1,75.1,3.0,B,1,LOW
60.6,7.6,3.87,65.5,82.3,45.6,8.2,1,1,64.4,2.58,C,1,CRITICAL
51.6,16.8,3.66,65.9,67.2,47.3,7.2,1,1,57.8,2.31,D,1,CRITICAL
83.3,16.4,2.87,77.9,91.4,61.4,8.4,0,1,79.2,3.17,B,1,MEDIUM
72.0,19.4,3.37,77.3,81.3,49.3,5.7,1,1,64.4,2.58,C,1,HIGH
65.7,9.0,3.1,68.8,67.2,51.6,8.3,1,1,67.9,2.72,C,1,HIGH
86.5,10.9,3.71,75.0,100.0,60.1,8.0,1,1,74.2,2.97,B,1,MEDIUM
80.9,3.8,3.59,66.0,89.1,40.5,5.0,0,1,71.8,2.87,B,1,MEDIUM
71.2,10.0,2.4,52.8,79.7,51.7,8.7,1,1,59.7,2.39,D,1,HIGH
62.6,17.0,3.39,66.8,100.0,53.3,7.3,1,1,65.1,2.6,C,1,CRITICAL
88.5,9.7,3.0,76.3,100.0,56.6,7.6,1,1,79.3,3.17,B,1,LOW
85.8,15.2,3.14,82.4,79.8,60.8,6.2,1,1,80.2,3.21,B+,1,LOW
76.8,11.0,2.74,70.1,87.2,53.8,8.6,1,1,68.2,2.73,C,1,MEDIUM
100.0,13.6,3.97,78.7,67.2,56.0,5.9,0,0,80.1,3.21,B+,1,LOW
65.2,6.3,3.62,68.7,79.8,59.8,8.1,1,1,61.6,2.46,C,1,HIGH
59.7,12.4,2.73,49.5,79.0,42.6,8.1,1,1,51.5,2.06,D,1,CRITICAL
69.7,1.0,2.43,56.1,84.8,55.5,6.1,1,1,68.0,2.72,C,1,HIGH
77.5,11.1,2.91,65.1,87.0,49.8,9.4,0,1,67.0,2.68,C,1,MEDIUM
80.9,3.8,3.32,69.5,90.4,70.4,7.5,1,1,70.0,2.8,C,1,MEDIUM
75.1,18.0,3.22,67.3,85.6,50.3,7.9,1,1,66.2,2.65,C,1,MEDIUM
82.2,15.9,3.73,85.4,63.8,57.3,5.5,1,1,72.0,2.88,B,1,MEDIUM
63.0,14.3,3.49,60.4,67.9,50.4,9.5,1,1,61.7,2.47,C,1,CRITICAL
95.3,19.6,3.58,83.9,73.8,56.6,5.9,1,0,77.1,3.08,B,1,LOW
77.0,7.3,3.26,61.6,77.8,45.6,8.3,0,1,65.7,2.63,C,1,MEDIUM
91.4,20.7,2.41,68.2,97.8,58.7,6.1,1,1,73.8,2.95,B,1,MEDIUM
82.1,16.7,3.0,74.8,64.6,35.3,6.5,1,1,69.6,2.79,C,1,MEDIUM
83.5,10.8,3.63,84.3,76.6,57.3,8.1,0,1,78.4,3.13,B,1,MEDIUM
84.8,17.7,3.07,90.2,96.3,67.7,8.3,0,1,84.7,3.39,B+,1,MEDIUM
83.4,6.5,3.35,70.0,77.5,52.8,5.8,0,1,75.0,3.0,B,1,MEDIUM
85.7,7.9,2.94,74.0,88.9,39.9,8.4,1,1,68.6,2.75,C,1,MEDIUM
93.9,9.0,2.59,71.3,79.9,45.8,8.3,0,1,65.6,2.63,C,1,MEDIUM
80.4,9.4,3.04,70.4,85.9,51.0,6.2,1,1,74.7,2.99,B,1,MEDIUM
86.5,6.7,3.25,68.6,78.6,53.8,9.0,0,1,71.7,2.87,B,1,MEDIUM
76.9,18.1,2.77,72.3,92.0,60.2,5.6,1,1,73.3,2.93,B,1,MEDIUM
95.3,10.7,2.98,78.0,58.8,45.9,6.5,1,1,68.0,2.72,C,1,MEDIUM
69.9,13.8,2.63,60.6,76.6,52.6,7.7,1,1,61.2,2.45,C,1,HIGH
99.6,9.1,3.66,81.0,86.4,52.7,6.3,1,1,82.5,3.3,B+,1,LOW
77.5,2.9,2.95,60.5,90.0,57.8,7.5,1,1,72.4,2.9,B,1,MEDIUM
60.8,13.4,3.83,72.8,100.0,64.7,7.5,0,1,77.5,3.1,B,1,CRITICAL
79.5,2.4,3.86,63.3,76.1,51.7,7.0,1,1,71.7,2.87,B,1,MEDIUM
69.8,11.7,3.06,65.0,100.0,58.4,8.1,0,1,72.7,2.91,B,1,HIGH
88.1,5.2,2.6,74.1,72.1,62.1,6.9,0,1,73.1,2.93,B,1,MEDIUM
70.2,21.9,2.06,71.4,100.0,64.4,7.5,1,1,71.1,2.84,B,1,HIGH
72.6,16.6,2.36,71.6,94.3,53.4,8.5,0,1,73.6,2.95,B,1,HIGH
55.3,12.5,2.41,54.3,68.3,45.1,8.1,1,1,53.6,2.14,D,1,CRITICAL
72.6,18.3,3.79,79.2,86.6,62.9,8.1,0,1,77.8,3.11,B,1,HIGH
48.9,7.8,3.16,58.5,81.2,46.5,5.9,1,1,56.2,2.25,D,1,CRITICAL
59.0,14.7,3.29,72.5,91.4,64.8,7.8,0,1,69.4,2.78,C,1,CRITICAL
87.1,13.0,1.99,55.8,78.7,50.5,6.2,0,1,62.7,2.51,C,1,MEDIUM
87.4,13.3,2.5,63.4,77.4,35.9,5.8,0,1,60.5,2.42,C,1,MEDIUM
83.1,18.4,3.54,87.0,100.0,67.9,7.1,1,1,86.3,3.45,A,1,MEDIUM
66.4,15.7,3.24,67.0,80.5,49.9,6.2,1,1,61.3,2.45,C,1,HIGH
77.4,13.4,3.03,66.4,94.4,60.9,8.1,1,1,72.7,2.91,B,1,MEDIUM
78.0,3.7,3.38,58.8,78.6,54.8,8.1,1,1,67.7,2.71,C,1,MEDIUM
64.1,7.2,3.92,63.2,100.0,60.1,5.1,1,1,65.3,2.61,C,1,CRITICAL
96.0,11.4,2.99,69.2,71.8,59.5,6.3,1,1,71.6,2.86,B,1,MEDIUM
88.5,12.5,3.13,85.3,72.8,53.6,5.6,1,1,76.4,3.05,B,1,LOW
75.3,6.3,3.2,64.4,100.0,63.1,6.7,0,0,74.7,2.99,B,1,MEDIUM
78.3,24.1,4.0,86.2,75.3,60.8,7.7,1,1,77.3,3.09,B,1,MEDIUM
80.5,19.6,2.05,71.2,100.0,60.8,6.9,1,1,75.2,3.01,B,1,MEDIUM
53.5,15.0,3.44,68.4,95.4,63.4,6.6,0,1,69.6,2.78,C,1,CRITICAL
75.0,12.4,3.04,72.7,79.7,50.1,8.6,0,1,69.0,2.76,C,1,MEDIUM
69.8,10.9,3.38,72.6,54.8,41.2,4.7,1,1,63.6,2.54,C,1,HIGH
66.0,7.2,2.77,54.5,81.7,41.2,8.6,1,1,62.3,2.49,C,1,HIGH
74.6,12.4,3.08,66.6,83.5,54.8,6.6,1,1,66.5,2.66,C,1,HIGH
99.6,13.3,3.46,86.9,99.5,67.8,7.1,1,1,84.8,3.39,B+,1,LOW
85.7,5.8,4.0,72.6,100.0,68.8,6.6,1,1,78.8,3.15,B,1,LOW
71.1,13.7,3.5,71.0,71.7,54.7,8.9,0,0,67.6,2.7,C,1,HIGH
84.9,11.2,2.68,70.6,94.0,57.1,5.8,0,1,78.2,3.13,B,1,MEDIUM
94.8,2.5,2.89,71.7,93.5,51.8,7.2,0,1,76.7,3.07,B,1,LOW
89.1,7.7,2.87,60.3,98.1,59.9,7.8,0,1,68.8,2.75,C,1,MEDIUM
78.7,9.9,2.2,64.6,89.5,61.8,5.4,0,1,67.4,2.7,C,1,MEDIUM
70.2,21.4,2.93,71.1,52.9,47.0,6.2,1,1,63.7,2.55,C,1,HIGH
86.4,14.8,3.47,82.0,79.7,63.0,7.0,1,1,75.0,3.0,B,1,LOW
82.7,5.3,2.46,65.1,64.7,44.1,6.2,1,1,60.4,2.42,C,1,MEDIUM
88.7,14.4,3.62,88.5,79.0,55.3,6.3,1,1,83.7,3.35,B+,1,LOW
85.6,4.3,3.34,75.5,96.7,56.9,6.8,1,1,74.7,2.99,B,1,MEDIUM
90.6,17.4,2.73,83.3,86.6,59.3,7.9,1,1,81.1,3.24,B+,1,LOW
71.6,9.6,3.03,71.4,99.2,60.6,6.8,1,1,77.7,3.11,B,1,HIGH
93.8,11.5,3.9,84.1,87.1,61.3,8.4,1,1,79.6,3.18,B,1,LOW
80.4,18.6,3.47,79.0,62.5,47.9,6.1,0,0,66.7,2.67,C,1,MEDIUM
100.0,5.6,3.1,78.7,44.2,40.5,5.8,1,1,67.1,2.69,C,1,MEDIUM
69.7,5.0,2.98,62.9,84.2,47.9,9.3,0,1,61.1,2.44,C,1,HIGH
98.8,9.1,3.14,75.3,78.8,59.8,6.5,1,1,77.4,3.1,B,1,LOW
80.4,17.2,2.84,74.7,67.3,49.8,5.8,0,1,67.4,2.7,C,1,MEDIUM
70.2,4.4,2.05,51.3,56.5,36.9,5.3,1,1,53.5,2.14,D,1,HIGH
72.2,1.0,4.0,61.0,71.0,42.2,8.4,1,1,68.8,2.75,C,1,HIGH
74.2,9.7,3.18,73.0,79.1,45.6,6.8,0,1,70.8,2.83,B,1,HIGH
83.1,14.8,3.3,75.9,92.0,67.4,6.9,1,1,80.0,3.2,B,1,MEDIUM
84.3,18.0,3.07,87.1,84.8,63.4,7.0,0,1,72.4,2.89,B,1,MEDIUM
71.1,9.7,2.73,53.5,100.0,46.3,8.3,0,1,65.2,2.61,C,1,HIGH
77.7,9.9,3.01,64.2,66.5,50.4,7.0,0,1,70.9,2.84,B,1,MEDIUM
100.0,17.8,2.3,77.8,95.2,67.0,9.8,1,1,69.6,2.78,C,1,MEDIUM
98.7,2.7,4.0,84.2,82.7,59.1,7.3,0,1,84.6,3.38,B+,1,LOW
83.2,10.1,2.48,67.4,92.4,66.8,8.4,1,1,73.1,2.92,B,1,MEDIUM
78.5,13.0,2.58,67.9,75.5,51.8,8.1,0,1,63.8,2.55,C,1,MEDIUM
79.4,14.2,2.88,64.5,98.1,50.1,7.2,0,1,72.5,2.9,B,1,MEDIUM
85.4,9.5,3.74,70.1,86.4,57.8,6.6,1,1,80.9,3.23,B+,1,LOW
65.7,12.2,3.11,65.8,71.8,49.9,7.6,0,1,66.6,2.66,C,1,HIGH
74.9,1.0,2.48,47.5,81.8,43.4,7.8,0,1,57.3,2.29,D,1,HIGH
58.0,8.7,3.73,60.2,78.4,52.9,6.6,0,1,60.7,2.43,C,1,CRITICAL
82.8,14.3,3.47,78.9,89.3,49.4,7.4,1,1,75.1,3.01,B,1,MEDIUM
85.8,7.1,3.37,66.3,64.3,51.6,8.6,1,1,71.1,2.84,B,1,MEDIUM
72.2,12.3,3.46,78.0,81.6,50.8,9.5,0,1,70.1,2.8,B,1,HIGH
96.9,14.2,4.0,93.1,87.9,57.2,8.1,0,0,83.8,3.35,B+,1,LOW
63.3,10.3,4.0,60.9,82.5,50.6,9.2,1,1,75.8,3.03,B,1,CRITICAL
60.4,12.9,2.76,54.9,100.0,59.1,6.5,0,1,69.0,2.76,C,1,CRITICAL
80.7,7.2,3.91,61.9,93.6,57.0,8.0,1,1,76.8,3.07,B,1,MEDIUM
90.6,11.0,3.29,71.9,81.9,49.9,8.7,1,1,67.6,2.7,C,1,MEDIUM
98.2,15.1,3.35,86.9,85.3,57.1,6.2,1,1,78.7,3.15,B,1,LOW
72.5,12.8,2.25,58.8,86.4,45.4,6.7,0,1,62.4,2.49,C,1,HIGH
90.9,9.1,3.01,74.6,88.0,56.3,9.1,1,1,71.9,2.87,B,1,MEDIUM
77.5,13.1,2.69,59.3,54.6,46.1,6.1,1,1,65.4,2.61,C,1,MEDIUM
75.9,15.6,3.51,78.7,77.5,54.6,5.7,1,1,77.8,3.11,B,1,MEDIUM
88.6,1.8,3.64,67.6,59.7,49.3,8.9,1,1,66.5,2.66,C,1,MEDIUM
85.8,17.8,2.06,69.4,100.0,69.6,8.5,1,1,81.8,3.27,B+,1,LOW
59.1,10.3,3.09,59.1,81.1,46.6,7.7,1,1,61.1,2.44,C,1,CRITICAL
95.7,14.1,3.66,77.3,79.1,53.7,7.1,0,1,85.8,3.43,A,1,LOW
94.6,18.0,3.01,75.2,95.5,73.8,6.7,1,1,82.3,3.29,B+,1,LOW
70.5,5.1,3.46,68.4,88.3,64.5,7.5,0,1,74.7,2.99,B,1,HIGH
82.7,8.5,3.28,72.2,65.1,37.7,8.9,1,1,70.5,2.82,B,1,MEDIUM
83.9,10.6,3.27,77.6,80.9,58.0,7.5,1,1,79.4,3.17,B,1,MEDIUM
81.1,8.1,2.96,68.3,77.0,51.3,9.6,1,1,70.3,2.81,B,1,MEDIUM
71.4,20.7,2.49,69.3,55.8,48.1,6.2,1,1,61.2,2.45,C,1,HIGH
69.9,7.7,2.54,49.3,71.6,39.0,7.2,0,0,57.4,2.3,D,1,HIGH
77.7,9.2,3.45,68.6,79.2,47.2,6.8,0,1,65.6,2.62,C,1,MEDIUM
92.1,13.0,3.11,76.6,80.3,51.0,6.0,1,1,74.5,2.98,B,1,MEDIUM
84.5,6.0,3.03,76.8,59.8,43.5,7.0,1,1,63.5,2.54,C,1,MEDIUM
73.6,10.0,2.89,67.7,99.3,64.9,7.7,1,1,67.1,2.68,C,1,HIGH
87.3,13.6,2.95,81.4,80.5,49.5,7.8,0,1,73.9,2.95,B,1,MEDIUM
43.8,10.3,3.62,60.0,82.6,47.3,9.6,1,1,64.4,2.58,C,1,CRITICAL
91.8,11.5,2.93,70.4,88.0,45.6,7.7,1,1,74.7,2.99,B,1,MEDIUM
57.1,9.4,2.43,53.2,70.2,50.1,8.5,1,1,56.2,2.25,D,1,CRITICAL
73.7,4.4,3.47,65.6,88.8,62.9,7.3,1,0,78.3,3.13,B,1,HIGH
64.6,13.6,3.0,59.2,76.5,46.4,9.0,1,1,59.3,2.37,D,1,CRITICAL
62.5,20.8,3.12,67.7,68.6,46.0,9.8,1,1,55.7,2.23,D,1,CRITICAL
91.9,12.1,3.9,81.2,90.6,63.3,7.8,1,1,74.3,2.97,B,1,MEDIUM
72.4,13.1,3.09,75.8,100.0,71.6,6.1,0,1,73.7,2.95,B,1,HIGH
82.2,15.5,3.24,64.9,92.9,59.1,6.6,1,1,75.6,3.02,B,1,MEDIUM
77.4,5.7,2.51,65.5,95.8,53.8,7.5,1,1,67.0,2.68,C,1,MEDIUM
83.7,20.5,2.99,73.3,74.2,42.0,7.7,1,1,69.4,2.78,C,1,MEDIUM
78.9,13.0,3.4,66.3,58.0,36.4,8.0,1,1,67.8,2.71,C,1,MEDIUM
62.6,20.2,2.32,68.8,100.0,61.1,7.7,1,1,65.4,2.62,C,1,CRITICAL
90.0,8.3,3.2,76.4,100.0,59.0,7.2,1,1,80.3,3.21,B+,1,LOW
72.1,21.1,3.15,80.8,100.0,65.4,6.5,1,1,79.8,3.19,B,1,HIGH
59.3,15.9,3.12,68.4,77.0,48.0,7.6,1,0,60.7,2.43,C,1,CRITICAL
72.9,14.8,3.62,83.8,64.7,44.7,9.2,1,1,74.4,2.98,B,1,HIGH
96.0,13.2,3.27,82.7,66.0,44.1,8.3,0,1,72.1,2.88,B,1,MEDIUM
88.2,10.8,3.84,78.2,56.7,55.5,7.8,1,1,71.8,2.87,B,1,MEDIUM
73.8,18.0,2.6,70.2,80.4,58.5,8.3,1,1,76.4,3.06,B,1,HIGH
73.8,12.7,3.17,74.9,100.0,72.9,6.8,0,1,80.2,3.21,B+,1,HIGH
74.1,2.2,3.14,56.3,79.9,52.1,6.6,0,1,67.8,2.71,C,1,HIGH
100.0,6.4,2.57,67.4,86.5,52.3,6.4,1,1,77.4,3.1,B,1,LOW
82.6,11.1,3.58,73.1,100.0,69.9,7.1,1,1,77.6,3.1,B,1,MEDIUM
83.2,13.5,4.0,69.7,75.9,51.1,6.7,1,1,76.1,3.04,B,1,MEDIUM
90.4,11.7,3.09,75.5,100.0,64.0,8.5,0,0,77.7,3.11,B,1,LOW
80.9,18.1,3.35,68.3,100.0,60.2,6.7,0,1,73.2,2.93,B,1,MEDIUM
74.9,2.2,3.14,60.9,80.0,32.6,6.3,1,1,60.3,2.41,C,1,HIGH
75.6,12.7,2.74,70.5,73.3,60.1,9.3,0,1,67.0,2.68,C,1,MEDIUM
77.1,2.9,2.19,52.2,92.5,55.6,6.7,0,1,67.2,2.69,C,1,MEDIUM
77.6,15.8,2.75,77.9,76.8,56.1,7.4,0,1,72.2,2.89,B,1,MEDIUM
86.7,11.5,2.4,60.2,64.7,43.5,7.7,0,1,60.3,2.41,C,1,MEDIUM
78.6,14.1,3.95,84.2,100.0,66.3,5.9,0,1,84.8,3.39,B+,1,MEDIUM
86.8,7.7,3.04,72.9,100.0,58.3,8.6,1,1,75.4,3.02,B,1,LOW
77.0,18.4,2.93,64.2,84.3,56.7,7.9,0,0,67.7,2.71,C,1,MEDIUM
78.9,17.2,3.54,91.2,63.1,44.7,8.9,1,1,72.8,2.91,B,1,MEDIUM
54.0,14.9,2.54,56.2,63.6,43.4,6.5,1,1,56.0,2.24,D,1,CRITICAL
89.0,11.4,2.72,66.5,83.6,56.8,7.3,1,1,72.6,2.91,B,1,MEDIUM
82.2,14.9,3.13,66.9,74.5,48.7,7.2,1,1,66.4,2.66,C,1,MEDIUM
90.0,8.5,3.61,75.1,76.9,55.5,7.5,1,1,77.9,3.12,B,1,LOW
43.2,16.3,3.35,58.7,97.3,50.6,5.6,1,1,61.1,2.44,C,1,CRITICAL
100.0,20.2,3.22,87.5,93.0,57.7,7.3,1,1,80.4,3.22,B+,1,LOW
76.3,17.4,3.14,71.9,100.0,63.0,5.6,1,1,70.3,2.81,B,1,MEDIUM
91.3,8.4,3.3,77.3,67.1,54.1,7.6,1,1,76.8,3.07,B,1,LOW
65.5,13.8,3.2,64.2,76.9,38.8,4.9,1,1,61.6,2.46,C,1,HIGH
85.4,5.5,2.59,53.8,93.4,56.6,5.2,0,1,68.6,2.74,C,1,MEDIUM
65.4,14.9,3.12,65.5,88.7,51.9,8.1,1,1,70.5,2.82,B,1,HIGH
